INTV_QRT,INTV_MON,ACPTCHLD,REJ_PER,REJ_FAM,ACPT_PER,ACPT_FAM,NON_INTV,RECTYPE,SRVY_YR,LIVQRT_P,HHX,REGION,WTIA_HH,WTFA_HH,PSTRAT,PPSU
1,2,0,0,0,2,1,,10,2018,1,008829,1,2728.1,3410,125,18
1,3,,,,,,1,10,2018,1,008831,4,2819.1,0,151,4
1,3,1,0,0,4,1,,10,2018,1,008832,1,2406.6,4216,105,57
1,3,3,0,0,5,1,,10,2018,1,008833,4,2552.6,3454,138,3
1,3,,,,,,1,10,2018,1,008838,2,2689.2,0,133,23
1,3,0,0,0,1,1,,10,2018,1,008839,3,2621.6,3386,121,26
1,1,,,,,,1,10,2018,1,008840,3,2557.8,0,103,34
1,3,0,0,0,2,1,,10,2018,1,008842,3,2357.1,3771,132,9
1,3,0,0,0,1,1,,10,2018,1,008843,3,2375.6,3286,115,1
1,1,,,,,,2,10,2018,1,008845,3,2572.9,0,115,20
1,2,0,0,0,2,1,,10,2018,1,008848,1,888.8,1500,128,27
1,3,,,,,,1,10,2018,1,008849,3,2388.3,0,139,19
1,3,2,0,0,4,1,,10,2018,1,008850,3,2584.9,3031,150,22
1,1,,,,,,1,10,2018,1,008851,3,2398.1,0,149,57
1,2,,,,,,1,10,2018,5,008852,3,2423.9,0,122,12
1,3,0,0,0,1,1,,10,2018,1,008853,3,2357.1,3328,136,10
1,1,0,0,0,2,1,,10,2018,1,008854,3,2621.6,4175,136,26
1,1,,,,,,2,10,2018,1,008855,4,2770,0,119,2
1,3,2,0,0,4,1,,10,2018,1,008856,1,2180.1,3412,124,62
1,1,0,0,0,2,1,,10,2018,1,008857,3,2681.3,3064,106,35
1,2,2,0,0,5,1,,10,2018,1,008858,2,2738.3,3834,137,26
1,2,0,0,0,1,1,,10,2018,1,008861,3,2405.4,3875,115,10
1,2,0,0,0,1,1,,10,2018,1,008862,2,2704.5,4161,147,2
1,3,,,,,,2,10,2018,1,008864,2,2377.7,0,137,2
1,1,,,,,,1,10,2018,1,008865,3,2505.2,0,103,3
1,3,,,,,,2,10,2018,1,008866,4,1183.8,0,111,24
1,2,0,0,0,3,1,,10,2018,1,008867,3,2432.7,4202,104,8
1,2,1,0,0,4,1,,10,2018,1,008868,3,2357.1,2853,120,8
1,3,1,0,0,4,1,,10,2018,1,008869,3,2372.9,3020,122,11
1,2,1,0,0,3,1,,10,2018,1,008870,1,2431,4862,101,3
1,3,,,,,,3,10,2018,1,008872,1,2389.5,0,101,2
1,1,0,0,0,2,1,,10,2018,1,008873,1,2277.9,5467,105,2
1,3,0,0,0,2,1,,10,2018,1,008874,3,2498.1,3287,115,23
1,1,1,0,0,3,1,,10,2018,1,008875,2,2377.7,4769,131,4
1,3,3,0,0,5,1,,10,2018,5,008877,3,2584.9,3490,141,27
1,2,0,0,0,1,1,,10,2018,1,008878,4,2778.4,4275,119,4
1,3,0,0,0,1,1,,10,2018,1,008879,3,701.4,1163,136,5
1,3,,,,,,1,10,2018,1,008880,3,2255.9,0,144,39
1,1,,,,,,2,10,2018,1,008881,3,2401.7,0,142,6
1,2,,,,,,1,10,2018,1,008882,1,1652.6,0,112,22
1,3,,,,,,1,10,2018,1,008883,1,2685.5,0,116,19
1,3,0,0,0,3,1,,10,2018,1,008884,3,2574.3,3194,150,26
1,2,0,0,0,2,1,,10,2018,1,008885,1,2314.1,5381,148,2
1,1,,,,,,1,10,2018,1,008886,1,2180.1,0,148,60
1,3,0,0,0,1,1,,10,2018,1,008887,4,2778.4,3410,129,4
1,1,0,0,0,2,1,,10,2018,1,008888,3,2244.2,3815,144,10
1,3,0,0,0,1,1,,10,2018,1,008889,3,2584.9,4093,135,25
1,1,,,,,,2,10,2018,1,008892,3,2357.1,0,136,8
1,3,,,,,,5,10,2018,1,008893,1,2829.9,0,125,15
1,2,0,0,0,1,1,,10,2018,1,008894,3,2572.9,5678,115,19
1,3,2,0,0,5,1,,10,2018,1,008895,2,2689.2,5554,137,27
1,2,1,0,0,2,1,,10,2018,1,008897,3,2635.1,4099,141,21
1,3,0,0,0,2,1,,10,2018,1,008898,2,2377.7,3041,117,1
1,1,,,,,,1,10,2018,1,008903,3,2543.9,0,145,7
1,3,,,,,,5,10,2018,1,008904,1,2270,0,125,1
1,3,0,0,0,3,1,,10,2018,1,008905,2,2740.1,3562,127,20
1,3,,,,,,1,10,2018,1,008906,1,2675,0,101,103
1,1,,,,,,2,10,2018,1,008907,3,2501.1,0,122,45
1,2,,,,,,1,10,2018,1,008908,1,2314.1,0,110,2
1,1,0,0,0,2,1,,10,2018,1,008909,4,601.6,991,108,114
1,3,,,,,,1,10,2018,1,008910,4,2819.1,0,113,7
1,1,0,0,0,3,1,,10,2018,1,008911,4,1183.8,2019,143,24
1,1,,,,,,1,10,2018,98,008913,2,2333.1,0,137,37
1,2,4,0,0,10,1,,10,2018,1,008914,1,2406.6,3833,140,62
1,1,,,,,,1,10,2018,1,008916,3,2681.9,0,130,26
1,2,0,0,0,2,1,,10,2018,1,008917,3,2401.5,3259,121,8
1,3,0,0,0,2,1,,10,2018,1,008919,4,2216.9,2882,143,44
1,2,0,0,0,2,1,,10,2018,1,008920,2,2750.4,3398,147,3
1,1,,,,,,1,10,2018,1,008921,2,2305.5,0,131,33
1,1,0,0,0,2,1,,10,2018,1,008922,4,2827.7,5438,100,57
1,2,0,0,0,3,1,,10,2018,1,008923,2,2777.1,5554,127,21
1,3,0,0,0,1,1,,10,2018,1,008926,1,2134.7,3230,101,59
1,2,0,2,2,1,1,,10,2018,1,008927,3,701.4,980,120,5
1,1,2,0,0,4,1,,10,2018,1,008928,3,2797.7,3222,104,47
1,3,,,,,,1,10,2018,1,008930,3,2388.3,0,142,22
1,1,0,0,0,1,1,,10,2018,1,008931,1,2684.7,4035,101,102
1,1,0,0,0,1,1,,10,2018,1,008932,3,2357.1,4071,136,8
1,1,0,0,0,3,1,,10,2018,1,008933,1,2829.9,4661,125,15
1,2,,,,,,1,10,2018,1,008934,4,1935.9,0,108,39
1,2,,,,,,1,10,2018,1,008936,4,2568.3,0,138,127
1,3,0,0,0,2,1,,10,2018,1,008937,2,2377.7,3484,133,2
1,1,,,,,,1,10,2018,1,008938,4,2748.6,0,123,22
1,1,0,0,0,2,1,,10,2018,1,008939,4,2552.6,3454,138,3
1,3,0,0,0,2,1,,10,2018,1,008940,1,2207.3,4214,112,2
1,2,0,0,0,1,1,,10,2018,1,008941,3,2420.1,3227,126,12
1,1,0,0,0,2,1,,10,2018,1,008942,3,2426.5,4853,149,1
1,2,0,0,0,2,1,,10,2018,1,008944,4,2544.5,3029,100,4
1,3,,,,,,2,10,2018,1,008947,3,1021,0,132,1
1,1,0,0,0,2,1,,10,2018,1,008948,2,2393.1,3761,137,19
1,1,1,0,0,3,1,,10,2018,1,008949,3,2574.3,3571,135,21
1,3,2,0,0,4,1,,10,2018,1,008951,3,2639.1,4731,102,2
1,2,1,0,0,3,1,,10,2018,1,008952,3,2584.9,3123,130,22
1,3,,,,,,1,10,2018,1,008953,3,2322.1,0,122,28
1,3,0,0,0,1,1,,10,2018,1,008954,3,2391.3,3235,139,6
1,3,,,,,,1,10,2018,1,008955,2,2293.3,0,118,25
1,3,0,0,0,1,1,,10,2018,1,008956,4,2792.2,3723,119,6
1,3,0,0,0,2,1,,10,2018,1,008957,3,2621.6,4175,136,26
1,1,,,,,,1,10,2018,1,008958,4,2229.6,0,123,33
1,3,,,,,,1,10,2018,1,008959,4,2850,0,111,12
1,1,0,0,0,2,1,,10,2018,1,008960,3,975.7,1220,120,1
1,2,0,0,0,2,1,,10,2018,1,008961,3,2584.9,3031,150,22
1,3,,,,,,1,10,2018,1,008962,1,2268.9,0,140,3
1,1,0,0,0,3,1,,10,2018,1,008963,4,2792.2,3856,129,6
1,2,,,,,,1,10,2018,1,008965,3,2348.2,0,103,4
1,3,2,0,0,4,1,,10,2018,1,008966,4,2892.5,4567,108,23
1,2,0,0,0,1,1,,10,2018,1,008967,2,2377.7,3513,137,1
1,2,2,0,0,3,1,,10,2018,1,008968,4,2792.2,2914,151,9
1,3,3,0,0,5,1,,10,2018,1,008969,2,977,1133,109,108
1,2,2,0,0,5,1,,10,2018,5,008970,3,2255.9,3102,144,39
1,3,0,0,0,2,1,,10,2018,1,008971,2,2347.5,5035,131,34
1,1,,,,,,1,10,2018,1,008972,4,2309.5,0,111,46
1,1,2,0,0,5,1,,10,2018,1,008973,1,2180.1,4550,101,59
1,2,0,0,0,1,1,,10,2018,1,008975,4,2655.7,3794,129,1
1,3,0,0,0,4,1,,10,2018,1,008976,2,977,1133,109,108
1,2,0,0,0,1,1,,10,2018,5,008977,3,2631.5,3251,149,18
1,2,0,0,0,1,1,,10,2018,1,008978,3,2433.8,4646,106,3
1,3,2,0,0,4,1,,10,2018,1,008979,1,2406.6,3737,105,60
1,1,0,0,0,2,1,,10,2018,1,008980,1,2268.9,3933,140,3
1,1,2,0,0,4,1,,10,2018,1,008981,1,2406.6,4103,140,64
1,1,1,0,0,4,1,,10,2018,1,008982,1,2314.1,4484,124,5
1,3,0,0,0,3,1,,10,2018,1,008983,2,2377.7,4977,133,4
1,2,0,0,0,1,1,,10,2018,1,008984,3,2584.9,3193,130,24
1,2,0,0,0,2,1,,10,2018,1,008985,3,2581.4,3614,144,28
1,3,,,,,,5,10,2018,1,008986,2,2347.5,0,131,34
1,2,0,0,0,1,1,,10,2018,1,008987,3,2588.9,4218,102,1
1,1,0,0,0,2,1,,10,2018,1,008988,4,2036.2,2909,143,45
1,2,0,0,0,1,1,,10,2018,1,008989,4,2792.2,3527,129,8
1,3,0,0,0,2,1,,10,2018,1,008990,2,2737,5246,118,17
1,1,0,0,0,2,1,,10,2018,1,008991,2,977,1133,109,108
1,3,,,,,,2,10,2018,1,008992,4,2809.4,0,138,58
1,3,1,0,0,4,1,,10,2018,1,008993,2,2377.7,3513,137,1
1,3,0,0,0,1,1,,10,2018,1,008994,2,2701.6,4438,118,16
1,3,0,0,0,4,1,,10,2018,1,008996,1,1087.1,1659,140,153
1,1,0,0,0,1,1,,10,2018,1,008997,3,2681.3,3064,106,35
1,1,0,0,0,1,1,,10,2018,1,008998,4,2655.7,3984,113,5
1,3,,,,,,1,10,2018,1,008999,3,2357.1,0,132,8
1,3,0,0,0,1,1,,10,2018,8,009000,4,2792.2,3413,151,8
1,1,,,,,,2,10,2018,1,009001,2,2377.7,0,131,2
1,3,2,0,0,3,1,,10,2018,1,009002,4,2770,3047,113,10
1,1,0,0,0,1,1,,10,2018,1,009003,2,2359,2595,127,12
1,3,2,0,0,4,1,,10,2018,1,009004,4,2792.2,3457,113,9
1,3,0,0,0,1,1,,10,2018,1,009005,2,991.8,1377,147,74
1,1,,,,,,1,10,2018,1,009006,3,2583.7,0,104,27
1,1,2,0,0,4,1,,10,2018,1,009007,3,2514.1,4023,150,2
1,2,0,0,0,2,1,,10,2018,1,009008,2,2449,3093,147,26
1,1,2,0,0,4,1,,10,2018,1,009012,4,2568.3,3710,138,128
1,1,2,0,0,4,1,,10,2018,1,009013,1,2391.4,2895,110,66
1,3,0,0,0,2,1,,10,2018,1,009014,2,853.5,982,109,93
1,2,0,0,0,2,1,,10,2018,1,009015,3,2498,3820,102,39
1,2,0,0,0,2,1,,10,2018,1,009016,2,2377.7,4977,117,3
1,1,0,0,0,2,1,,10,2018,1,009017,2,2377.7,4977,131,2
1,3,0,0,0,2,1,,10,2018,1,009018,2,2405.1,3528,134,1
1,1,0,0,0,2,1,,10,2018,1,009019,3,2381.1,3770,126,4
1,1,0,0,0,3,1,,10,2018,1,009021,4,2242.7,3925,129,51
1,2,0,0,0,2,1,,10,2018,1,009022,1,2406.6,3833,140,62
1,3,2,0,0,5,1,,10,2018,1,009023,1,2180.1,3412,101,61
1,3,,,,,,1,10,2018,1,009024,2,2308.9,0,134,21
1,2,1,0,0,3,1,,10,2018,1,009025,4,2809.4,3636,138,59
1,2,2,0,0,3,1,,10,2018,1,009026,4,2797,4795,119,9
1,2,0,0,0,1,1,,10,2018,1,009027,1,2739.1,4696,125,16
1,1,0,0,0,1,1,,10,2018,1,009028,2,2689.2,4166,131,24
1,3,,,,,,3,10,2018,1,009029,3,2432.7,0,104,8
1,1,,,,,,1,10,2018,1,009030,3,2681.9,0,135,23
1,3,0,0,0,2,1,,10,2018,1,009031,3,2606.9,5351,126,35
1,1,0,0,0,1,1,,10,2018,5,009032,3,2198.6,2777,106,53
1,3,,,,,,1,10,2018,1,009033,1,867,0,112,35
1,2,0,0,0,3,1,,10,2018,1,009034,2,2386.4,3580,133,47
1,2,,,,,,3,10,2018,1,009035,2,2309,0,146,21
1,3,,,,,,5,10,2018,1,009036,2,2309.4,0,127,10
1,2,,,,,,1,10,2018,1,009037,2,2377.7,0,131,1
1,2,6,0,0,8,1,,10,2018,1,009038,4,2309.5,3396,111,46
1,3,,,,,,4,10,2018,1,009039,4,2792.2,0,113,9
1,1,,,,,,1,10,2018,1,009040,2,2750.4,0,147,3
1,1,,,,,,1,10,2018,1,009041,1,2331.2,0,124,1
1,3,,,,,,1,10,2018,1,009044,3,2728.8,0,102,40
1,1,,,,,,1,10,2018,1,009045,1,2675,0,101,103
1,2,0,0,0,2,1,,10,2018,1,009046,2,2377.7,4977,133,3
1,3,2,0,0,4,1,,10,2018,1,009047,3,2809.8,3254,120,47
1,3,,,,,,1,10,2018,1,009048,3,2255.9,0,144,39
1,3,,,,,,1,10,2018,1,009051,1,2735.8,0,101,101
1,3,,,,,,2,10,2018,1,009052,2,2388.4,0,137,3
1,2,,,,,,1,10,2018,1,009053,3,2357.1,0,145,8
1,3,0,0,0,1,1,,10,2018,1,009054,3,2418.2,3182,115,24
1,1,2,0,0,5,1,,10,2018,1,009055,1,2391.4,2895,110,66
1,1,,,,,,1,10,2018,1,009056,3,2681.9,0,130,26
1,3,0,0,0,1,1,,10,2018,1,009057,2,2476,3669,107,75
1,1,0,0,0,2,1,,10,2018,1,009058,4,2819.1,4511,151,4
1,2,,,,,,1,10,2018,1,009059,3,2321.1,0,126,43
1,2,,,,,,1,10,2018,1,009062,3,2574.3,0,150,21
1,3,,,,,,2,10,2018,1,009063,4,1183.8,0,143,24
1,3,0,0,0,1,1,,10,2018,1,009065,3,2574.3,3571,135,21
1,1,0,0,0,2,1,,10,2018,1,009066,2,2405.1,3528,134,1
1,3,0,0,0,2,1,,10,2018,1,009068,4,2552.6,3754,138,2
1,3,,,,,,2,10,2018,1,009069,1,2134.7,0,148,59
1,2,,,,,,1,10,2018,1,009070,3,2433.8,0,106,3
1,2,,,,,,5,10,2018,1,009071,2,2377.7,0,137,2
1,3,,,,,,3,10,2018,1,009072,4,601.6,0,114,99
1,3,,,,,,1,10,2018,1,009073,2,2394.1,0,127,31
1,2,0,0,0,2,1,,10,2018,1,009074,4,2823.6,4877,108,22
1,1,,,,,,1,10,2018,1,009075,3,2369.3,0,139,19
1,1,,,,,,1,10,2018,1,009076,1,2685.5,0,116,18
1,2,0,0,0,2,1,,10,2018,1,009077,3,701.4,1267,132,5
1,1,,,,,,1,10,2018,1,009078,3,2740.9,0,106,36
1,3,,,,,,1,10,2018,1,009079,4,2875.3,0,151,44
1,2,,,,,,1,10,2018,1,009080,3,701.4,0,132,5
1,3,5,0,0,7,1,,10,2018,1,009081,2,977,1133,109,108
1,3,,,,,,1,10,2018,1,009083,1,2829.9,0,125,15
1,1,,,,,,1,10,2018,1,009084,1,2405.9,0,148,63
1,2,0,0,0,1,1,,10,2018,1,009085,3,2244.2,3815,144,10
1,1,4,0,0,6,1,,10,2018,1,009086,3,2584.9,3977,141,25
1,2,1,0,0,2,1,,10,2018,1,009087,3,2357.1,3328,136,10
1,2,,,,,,1,10,2018,1,009089,4,2672.5,0,143,11
1,1,0,0,0,1,1,,10,2018,1,009090,3,2574.3,3694,135,22
1,3,2,0,0,4,1,,10,2018,1,009091,2,2305.5,3877,133,34
1,3,,,,,,1,10,2018,1,009092,4,2809.4,0,138,59
1,1,2,0,0,4,1,,10,2018,1,009093,2,2393.1,4487,137,21
1,3,0,0,0,3,1,,10,2018,1,009094,1,2180.1,4550,148,59
1,3,,,,,,2,10,2018,1,009095,3,2584.9,0,141,27
1,1,,,,,,1,10,2018,1,009096,4,2552.6,0,100,1
1,2,0,0,0,2,1,,10,2018,1,009098,3,2418.2,3182,115,24
1,1,1,0,0,5,1,,10,2018,1,009099,4,2552.6,3829,138,1
1,1,,,,,,1,10,2018,5,009100,3,2629.1,0,102,38
1,1,,,,,,5,10,2018,1,009102,3,2432.7,0,136,9
1,1,0,0,0,1,1,,10,2018,1,009103,4,2819.1,4323,113,7
1,3,0,0,0,1,1,,10,2018,1,009104,2,2424.5,3171,109,57
1,3,2,0,0,4,1,,10,2018,1,009105,1,2391.4,3139,101,62
1,3,0,0,0,2,1,,10,2018,5,009106,2,2775.7,3123,134,14
1,2,4,0,0,8,1,,10,2018,1,009107,2,2325.1,2748,118,31
1,2,,,,,,1,10,2018,1,009108,3,2666.7,0,139,45
1,2,1,0,0,3,1,,10,2018,1,009112,3,2255.9,3102,144,39
1,3,0,0,0,2,1,,10,2018,1,009113,1,2413,3217,116,1
1,1,,,,,,1,10,2018,1,009114,1,2406.6,0,140,66
1,2,,,,,,1,10,2018,1,009115,2,2277.5,0,146,27
1,3,,,,,,5,10,2018,1,009116,3,2388.3,0,121,22
1,2,0,0,0,2,1,,10,2018,1,009117,3,2574.3,3663,130,21
1,3,0,0,0,2,1,,10,2018,1,009118,1,2405.9,3265,148,63
1,1,0,0,0,1,1,,10,2018,1,009119,1,2675,3658,110,103
1,3,,,,,,5,10,2018,1,009120,2,2408.8,0,118,9
1,1,0,0,0,3,1,,10,2018,1,009121,3,2388.3,4033,120,21
1,3,0,0,0,1,1,,10,2018,1,009122,3,2621.6,4175,136,26
1,1,0,0,0,1,1,,10,2018,1,009123,3,2501.1,3271,122,45
1,3,,,,,,1,10,2018,1,009124,3,2775.8,0,106,22
1,3,0,0,0,1,1,,10,2018,1,009125,4,2792.2,3191,113,6
1,1,0,0,0,2,1,,10,2018,1,009126,2,2345.5,3518,134,31
1,3,0,0,0,1,1,,10,2018,1,009127,3,2367,2663,145,6
1,2,0,0,0,1,1,,10,2018,1,009128,3,2357.1,3094,139,7
1,3,0,0,0,2,1,,10,2018,1,009129,3,2418.2,3182,115,24
1,1,0,0,0,3,1,,10,2018,1,009130,2,2377.7,4769,131,4
1,2,0,0,0,1,1,,10,2018,1,009131,2,2377.7,3952,137,2
1,3,,,,,,1,10,2018,1,009132,4,2552.6,0,100,2
1,2,0,0,0,2,1,,10,2018,1,009133,2,2402,3453,107,35
1,3,0,0,0,2,1,,10,2018,1,009134,1,2134.7,3230,148,59
1,3,3,0,0,5,1,,10,2018,1,009135,4,2792.2,3191,113,6
1,2,0,0,0,2,1,,10,2018,5,009136,3,2376.4,3395,121,51
1,2,0,0,0,1,1,,10,2018,1,009138,3,2600,4045,135,24
1,3,,,,,,1,10,2018,1,009140,4,2792.2,0,119,10
1,2,,,,,,1,10,2018,1,009141,2,2402,0,107,31
1,3,,,,,,1,10,2018,1,009142,1,2406.6,0,140,64
1,2,,,,,,5,10,2018,1,009143,2,2408.8,0,118,9
1,3,,,,,,1,10,2018,1,009144,1,2180.1,0,110,62
1,1,,,,,,1,10,2018,1,009145,2,2473.7,0,118,1
1,1,1,0,0,3,1,,10,2018,1,009146,3,2584.9,3662,130,25
1,3,,,,,,2,10,2018,1,009147,1,2180.1,0,101,60
1,1,,,,,,1,10,2018,1,009148,3,2588.9,0,102,1
1,3,0,0,0,2,1,,10,2018,1,009149,3,2551.9,4891,102,44
1,3,0,0,0,2,1,,10,2018,1,009150,2,2843.9,3656,147,1
1,1,,,,,,1,10,2018,1,009151,3,2375.6,0,115,1
1,1,,,,,,1,10,2018,98,009152,4,2778.4,0,129,2
1,1,0,0,0,1,1,,10,2018,1,009153,2,2312.7,5046,117,36
1,1,0,0,0,3,1,,10,2018,1,009154,1,2180.1,4550,148,64
1,2,,,,,,1,10,2018,98,009155,3,2574.3,0,141,22
1,2,1,0,0,4,1,,10,2018,1,009156,4,2667.8,3248,100,139
1,3,,,,,,1,10,2018,1,009158,1,2684.7,0,101,102
1,1,0,0,0,2,1,,10,2018,1,009159,3,2514.1,4023,150,2
1,3,,,,,,1,10,2018,5,009160,4,2309.5,0,111,46
1,3,0,0,0,1,1,,10,2018,1,009161,2,2377.7,3484,133,1
1,3,0,0,0,2,1,,10,2018,1,009162,2,2417.4,3569,131,35
1,1,0,0,0,3,1,,10,2018,1,009163,2,2253.3,3467,146,8
1,3,0,0,0,1,1,,10,2018,1,009164,1,2180.1,4375,110,62
1,1,0,0,0,2,1,,10,2018,1,009165,2,2310.9,3200,146,28
1,3,,,,,,2,10,2018,1,009166,3,2388.3,0,121,21
1,2,,,,,,1,10,2018,1,009168,3,2405.4,0,115,10
1,1,1,0,0,3,1,,10,2018,1,009169,4,2242.7,3140,151,51
1,1,,,,,,1,10,2018,1,009170,2,2216.4,0,134,22
1,3,,,,,,1,10,2018,1,009171,2,2595.4,0,134,13
1,3,0,0,0,2,1,,10,2018,1,009172,1,2739.1,4696,125,16
1,3,0,0,0,4,1,,10,2018,1,009173,2,2424.5,3171,109,57
1,3,,,,,,1,10,2018,1,009175,2,2402,0,107,33
1,3,0,0,0,2,1,,10,2018,1,009176,2,2377.7,3952,137,2
1,3,0,0,0,3,1,,10,2018,1,009177,4,2765.6,3688,129,9
1,3,2,0,0,4,1,,10,2018,1,009178,2,2704.5,4161,147,2
1,2,,,,,,1,10,2018,1,009180,4,2552.6,0,138,2
1,2,3,0,0,6,1,,10,2018,1,009181,4,2819.1,4323,113,7
1,1,0,0,0,3,1,,10,2018,1,009182,2,2374.6,4007,127,2
1,1,0,0,0,1,1,,10,2018,1,009183,4,2242.7,3305,113,52
1,2,0,0,0,2,1,,10,2018,1,009184,3,1021,1728,132,1
1,1,2,0,0,5,1,,10,2018,1,009185,2,2311.3,3572,109,37
1,2,,,,,,1,10,2018,1,009187,2,2689.2,0,131,24
1,3,0,0,0,2,1,,10,2018,5,009188,3,2633.2,4548,135,3
1,2,0,0,0,1,1,,10,2018,1,009189,2,2409.6,3916,109,16
1,2,2,0,0,4,1,,10,2018,1,009191,3,2273.9,3210,136,54
1,3,0,0,0,2,1,,10,2018,1,009192,3,2532.1,5486,102,42
1,1,0,0,0,1,1,,10,2018,1,009193,3,2619.8,4030,141,21
1,3,,,,,,1,10,2018,1,009196,3,2621.6,0,136,26
1,3,0,0,0,3,1,,10,2018,1,009200,2,2639.9,3666,109,1
1,1,0,0,0,1,1,,10,2018,1,009201,3,2336.6,3399,144,1
1,2,2,0,0,4,1,,10,2018,1,009202,3,2273.9,3269,104,53
1,3,0,0,0,1,1,,10,2018,1,009203,3,2369.3,4966,132,20
1,2,0,0,0,2,1,,10,2018,1,009204,2,2417.4,3569,131,35
1,2,0,0,0,2,1,,10,2018,1,009207,4,2242.7,3140,151,51
1,1,,,,,,1,10,2018,1,009208,2,2777.1,0,127,21
1,3,2,0,0,3,1,,10,2018,1,009209,4,1935.9,2847,108,39
1,1,0,0,0,2,1,,10,2018,1,009211,3,2320.3,3094,150,9
1,1,0,0,0,1,1,,10,2018,1,009213,2,2377.7,3513,137,1
1,2,0,0,0,2,1,,10,2018,5,009214,3,2398.1,3426,149,54
1,1,,,,,,2,10,2018,1,009216,4,2832.7,0,151,3
1,3,0,2,2,1,1,,10,2018,1,009217,4,2544.5,3029,100,4
1,2,,,,,,1,10,2018,1,009218,2,2417.4,0,117,38
1,2,,,,,,4,10,2018,1,009219,2,966,0,147,60
1,2,,,,,,1,10,2018,1,009220,1,1652.6,0,112,22
1,2,0,0,0,4,1,,10,2018,1,009221,4,2759.6,3967,151,1
1,3,,,,,,1,10,2018,1,009222,4,2809.4,0,138,58
1,3,0,0,0,2,1,,10,2018,1,009223,2,2370.4,3647,109,36
1,1,,,,,,5,10,2018,1,009224,4,1183.8,0,111,24
1,2,,,,,,2,10,2018,1,009225,1,2684.7,0,124,103
1,2,0,0,0,1,1,,10,2018,1,009226,4,2892.5,4567,108,23
1,3,,,,,,1,10,2018,1,009227,1,2180.1,0,110,67
1,3,1,0,0,2,1,,10,2018,1,009229,3,2357.1,3094,139,7
1,1,0,0,0,1,1,,10,2018,5,009232,4,2792.2,3324,151,5
1,1,0,0,0,1,1,,10,2018,1,009233,4,2549,3292,138,89
1,3,2,0,0,4,1,,10,2018,1,009234,2,2454.7,3437,107,76
1,3,,,,,,1,10,2018,1,009235,1,2413,0,125,2
1,2,,,,,,2,10,2018,1,009236,4,583.9,0,114,98
1,3,0,0,0,1,1,,10,2018,1,009237,2,2309.4,2711,127,10
1,2,,,,,,5,10,2018,1,009238,2,2377.7,0,131,2
1,1,1,0,0,5,1,,10,2018,1,009239,4,2792.2,3457,113,9
1,2,1,0,0,3,1,,10,2018,1,009240,4,2755.7,4822,111,36
1,1,0,0,0,1,1,,10,2018,1,009241,3,2501.1,3271,122,45
1,2,,,,,,1,10,2018,1,009242,3,2621.6,0,121,26
1,1,0,0,0,2,1,,10,2018,1,009243,4,2770,4100,151,7
1,2,1,0,0,3,1,,10,2018,1,009244,4,2708.5,3555,114,10
1,2,0,0,0,2,1,,10,2018,1,009245,2,2665.7,3166,109,2
1,2,,,,,,2,10,2018,1,009248,3,2313.9,0,122,13
1,3,0,0,0,2,1,,10,2018,1,009249,3,2619.8,4030,141,21
1,2,1,0,0,3,1,,10,2018,1,009250,3,2273.9,2924,142,54
1,2,,,,,,1,10,2018,1,009251,3,2367,0,145,6
1,2,2,0,0,4,1,,10,2018,1,009252,3,2376.1,4158,136,50
1,3,1,0,0,3,1,,10,2018,1,009253,2,977,1133,109,108
1,2,,,,,,2,10,2018,1,009254,1,2180.1,0,124,67
1,1,,,,,,1,10,2018,1,009255,3,2417.5,0,103,19
1,1,,,,,,2,10,2018,1,009257,1,2134.7,0,148,59
1,2,0,0,0,2,1,,10,2018,1,009259,3,2169.6,3797,144,48
1,2,3,0,0,5,1,,10,2018,1,009260,2,2461.8,4103,127,1
1,3,0,0,0,1,1,,10,2018,7,009261,2,2345.5,3518,134,31
1,3,0,0,0,1,1,,10,2018,1,009262,4,2875.3,5391,151,44
1,2,0,0,0,4,1,,10,2018,1,009263,3,2609.1,3541,106,34
1,2,0,0,0,2,1,,10,2018,5,009266,4,2790.8,3525,111,11
1,3,,,,,,1,10,2018,1,009267,3,2781.4,0,144,8
1,2,,,,,,4,10,2018,1,009268,3,2388.3,0,120,21
1,1,0,0,0,2,1,,10,2018,1,009269,4,2736.6,3451,108,92
1,1,0,0,0,2,1,,10,2018,1,009270,3,2398.9,3941,122,29
1,3,0,0,0,1,1,,10,2018,1,009271,2,2377.7,3484,133,1
1,1,0,0,0,2,1,,10,2018,1,009272,1,2406.6,4103,140,64
1,1,2,0,0,4,1,,10,2018,1,009273,2,2377.7,4977,137,3
1,2,0,0,0,2,1,,10,2018,1,009274,2,2377.7,3952,137,2
1,1,,,,,,1,10,2018,1,009275,4,2792.2,0,151,2
1,1,,,,,,2,10,2018,1,009276,3,1136.1,0,139,1
1,2,0,0,0,1,1,,10,2018,1,009277,3,2357.1,3771,132,9
1,3,,,,,,1,10,2018,1,009278,3,2568.2,0,106,2
1,2,,,,,,2,10,2018,1,009279,2,1068.1,0,147,75
1,3,,,,,,1,10,2018,1,009280,3,2589.4,0,141,23
1,3,,,,,,1,10,2018,1,009282,2,2377.7,0,131,4
1,1,,,,,,1,10,2018,1,009283,2,2595.4,0,134,13
1,2,0,0,0,2,1,,10,2018,1,009284,4,2229.6,2230,123,34
1,1,,,,,,1,10,2018,1,009285,3,2276.2,0,132,52
